Nombre,Descripcion_del_producto,Precio,Imagen
Pizza jamon y queso familiar Hacendado,600 g,"3,40 €",https://prod-mercadona.imgix.net/images/4b2fd6f2a42c76ccb71db2be51fa7ec5.jpg?fit=crop&h=300&w=300
Pizza 4 quesos familiar Hacendado,580 g,"3,40 €",https://prod-mercadona.imgix.net/images/a3a8bd862ae9048c2fb1b2c56523bcad.jpg?fit=crop&h=300&w=300
Pizza barbacoa Hacendado,415 g,"2,50 €",https://prod-mercadona.imgix.net/images/64a7e7039edc65341cdf94d5ee951596.jpg?fit=crop&h=300&w=300
Pizza jamon y queso Hacendado,415 g,"2,50 €",https://prod-mercadona.imgix.net/images/2bd3a8a79f94c5c3e9c4763d912e6e75.jpg?fit=crop&h=300&w=300
Pizza 4 quesos Hacendado,410 g,"2,90 €",https://prod-mercadona.imgix.net/images/c3ed3d477066402bfb8f5d0840fc7fb1.jpg?fit=crop&h=300&w=300
Pizza carbonara familiar Hacendado,600 g,"3,40 €",https://prod-mercadona.imgix.net/images/5a16936329e8693fef1afaa9c877e958.jpg?fit=crop&h=300&w=300
Pizza barbacoa familiar Hacendado,600 g,"3,40 €",https://prod-mercadona.imgix.net/images/ba0bb8366510fd95b266e90d46bb7489.jpg?fit=crop&h=300&w=300
Pizza pepperoni Hacendado,410 g,"2,90 €",https://prod-mercadona.imgix.net/images/f8cd02243436e271c1af207055edbfe5.jpg?fit=crop&h=300&w=300
Pizza pollo y bacon Hacendado,420 g,"2,90 €",https://prod-mercadona.imgix.net/images/96ef96c6bc3264a4a9bad6b4a2e22f80.jpg?fit=crop&h=300&w=300
Media tortilla de patata con cebolla Listo para Comer,650 g aprox.,"4,50 €",https://prod-mercadona.imgix.net/images/97ee542fb54a114e4bc485fbfeeecbb5.jpg?fit=crop&h=300&w=300
Tortilla de patata con cebolla Listo para Comer,"1,3 kg","8,00 €",https://prod-mercadona.imgix.net/images/947b9af889d3a349d57ca43b8e95eb6a.jpg?fit=crop&h=300&w=300
Brioche Listo para Comer,160 g,"3,00 €",https://prod-mercadona.imgix.net/images/b2885ac23e9ad6ffc406882e24291809.jpg?fit=crop&h=300&w=300
Ensaladilla rusa mediana Listo para Comer,Bandeja 580 g aprox.,"6,50 €",https://prod-mercadona.imgix.net/images/5eba3600e4801b6bcaff2a3dd359ec8d.jpg?fit=crop&h=300&w=300
Hummus de garbanzos Hacendado receta clasica,Tarrina 240 g,"1,10 €",https://prod-mercadona.imgix.net/images/54de49ea0f90e922a30eb4f2e6843ec6.jpg?fit=crop&h=300&w=300
Ensaladilla rusa Hacendado,Tarrina 500 g,"3,00 €",https://prod-mercadona.imgix.net/images/d5957a4bdd1ddf5232905190e2b0974b.jpg?fit=crop&h=300&w=300
Hummus de garbanzos Hacendado con pimiento del piquillo asado,Tarrina 240 g,"1,45 €",https://prod-mercadona.imgix.net/images/77cc7feb7d78d72b25961bc190cf2e40.jpg?fit=crop&h=300&w=300
Tofu firme Frias,Paquete 400 g (275 g escurrido),"1,90 €",https://prod-mercadona.imgix.net/images/d9b4be22264ce18303b8317cafa74371.jpg?fit=crop&h=300&w=300
Ensaladilla rusa Hacendado,Tarrina 250 g,"1,80 €",https://prod-mercadona.imgix.net/images/5a6ad3c58e5310b8079675594f796bab.jpg?fit=crop&h=300&w=300
Hummus de garbanzos Hacendado con olivas de kalamata,Tarrina 240 g,"1,45 €",https://prod-mercadona.imgix.net/images/c402c82c0caf8ff549ec508651892379.jpg?fit=crop&h=300&w=300
Ensaladilla Delicias del mar Hacendado,Tarrina 250 g,"1,80 €",https://prod-mercadona.imgix.net/images/cef676972da3b5f5e3690314aead47ec.jpg?fit=crop&h=300&w=300
Pizza Formaggi Hacendado 4 quesos,Caja 400 g,"3,90 €",https://prod-mercadona.imgix.net/images/5230162330fda1f7d9e46152ba7a087d.jpg?fit=crop&h=300&w=300
Pizza jamon y queso Hacendado,2 ud. x 220 g,"2,90 €",https://prod-mercadona.imgix.net/images/e8e32a0506510cdb96d0eb3211d9ac8c.jpg?fit=crop&h=300&w=300
Pizza Prosciutto Hacendado jamon y queso,Caja 400 g,"3,90 €",https://prod-mercadona.imgix.net/images/cc1988dd35acec43cc6545dc9f2c9ae7.jpg?fit=crop&h=300&w=300
Tortilla de patata y cebolla Hacendado,Bandeja 600 g,"2,60 €",https://prod-mercadona.imgix.net/images/a5babc6aec25d9e089128830c9c2f0a3.jpg?fit=crop&h=300&w=300
Lasaña boloñesa Hacendado,Bandeja 350 g,"2,60 €",https://prod-mercadona.imgix.net/images/cb30fd011ec4458e55e88e4367a00749.jpg?fit=crop&h=300&w=300
Tortilla de patata Hacendado,Bandeja 600 g,"2,60 €",https://prod-mercadona.imgix.net/images/b0382f15d4c53669852e014255bdc714.jpg?fit=crop&h=300&w=300
Pollo asado Hacendado,"Paquete 1,2 kg aprox.","6,24 €",https://prod-mercadona.imgix.net/images/865a27acdc61bb17caacca286ed7e226.jpg?fit=crop&h=300&w=300
Lasaña boloñesa familiar Hacendado,Bandeja 700 g,"4,85 €",https://prod-mercadona.imgix.net/images/145fcd2de95532d134a4a0078da2af2d.jpg?fit=crop&h=300&w=300
Ensaladilla rusa grande Listo para Comer,"Bandeja 1,75 kg","12,00 €",https://prod-mercadona.imgix.net/images/59676df0c9df7308840d3aac54fd742c.jpg?fit=crop&h=300&w=300
Tortilla de patata con calabacin Listo para Comer,"1,3 kg","8,00 €",https://prod-mercadona.imgix.net/images/95cb736d41facafa9094ab7232126eef.jpg?fit=crop&h=300&w=300
Ensaladilla americana Hacendado,Tarrina 250 g,"1,60 €",https://prod-mercadona.imgix.net/images/02216c41098c1435d23cc9da18b632b3.jpg?fit=crop&h=300&w=300
Tsatsiki Hacendado,Tarrina 220 g,"1,90 €",https://prod-mercadona.imgix.net/images/44b8ab62b1c5466d41533894d27007dd.jpg?fit=crop&h=300&w=300
Tabuléoriental Hacendado,Tarrina 250 g,"1,60 €",https://prod-mercadona.imgix.net/images/1ab6498bff13afc54ed56e9fe6460fc9.jpg?fit=crop&h=300&w=300
Pastel de atun Hacendado,Bandeja 260 g,"2,90 €",https://prod-mercadona.imgix.net/images/073a9cdb8b55c15d05791f3380e31b28.jpg?fit=crop&h=300&w=300
Sandwich pollo y queso Hacendado,Paquete 185 g,"1,85 €",https://prod-mercadona.imgix.net/images/b9db21b2c0e6715ce71937a84d42164e.jpg?fit=crop&h=300&w=300
Patatas con allioli Hacendado,Tarrina 250 g,"1,55 €",https://prod-mercadona.imgix.net/images/2a088856423101d8ad023b5ae8a70044.jpg?fit=crop&h=300&w=300
Untapan de atun Hacendado,Tarrina 250 g,"2,50 €",https://prod-mercadona.imgix.net/images/284599e6e5bf62e1b0a9a834b385fbdd.jpg?fit=crop&h=300&w=300
Gazpacho tradicional Hacendado,Botella 1 L,"1,60 €",https://prod-mercadona.imgix.net/images/7ed3f8a6cfa913750a16444570157586.jpg?fit=crop&h=300&w=300
Pollo asado troceado Hacendado,"Paquete 1,3 kg aprox.","7,87 €",https://prod-mercadona.imgix.net/images/96ac4931d4a1315b475c71eed491ea5e.jpg?fit=crop&h=300&w=300
Fabada Hacendado,Bote 420 g,"1,50 €",https://prod-mercadona.imgix.net/images/f4f02a71533319d2aac8a592955f39e7.jpg?fit=crop&h=300&w=300
Codillo de cerdo asado Hacendado,Paquete 1 kg aprox.,"6,40 €",https://prod-mercadona.imgix.net/images/fafb2e9e8a53399e1239be66f7975fe7.jpg?fit=crop&h=300&w=300
Lasaña de pollo Hacendado,Bandeja 350 g,"3,00 €",https://prod-mercadona.imgix.net/images/9ff7d3890d76b08e513d008f310c994c.jpg?fit=crop&h=300&w=300
Lasaña de espinacas y requeson Hacendado,Bandeja 350 g,"3,00 €",https://prod-mercadona.imgix.net/images/9b4ea2fcafe1157323c788640891bc80.jpg?fit=crop&h=300&w=300
Lentejas a la riojana Hacendado,Bote 420 g,"1,35 €",https://prod-mercadona.imgix.net/images/af7f030f73aeb80be5996256f1b3f44f.jpg?fit=crop&h=300&w=300
Pollo al curry Hacendado con arroz basmati,Bandeja 280 g,"2,85 €",https://prod-mercadona.imgix.net/images/7675edec6d28958ad99dcd4570650669.jpg?fit=crop&h=300&w=300
Sepia pequeña en salsa Mery Listo para Comer,Bandeja 250 g,"5,75 €",https://prod-mercadona.imgix.net/images/c83581087d3ecd8a275c8dd611f6ae6c.jpg?fit=crop&h=300&w=300
Pincho tortilla de patata con cebolla Listo para Comer,215 g aprox.,"2,00 €",https://prod-mercadona.imgix.net/images/9e174cbc19a1557b3a589249d2d2aeea.jpg?fit=crop&h=300&w=300
Pincho tortilla de patata con calabacin Listo para Comer,215 g aprox.,"2,00 €",https://prod-mercadona.imgix.net/images/8ce9c1573c4af3136b63714c6472c4e2.jpg?fit=crop&h=300&w=300
Gazpacho tradicional Hacendado,3 mini bricks x 330 ml,"2,15 €",https://prod-mercadona.imgix.net/images/cd8aa2ecd79d7f883dc5c52453c9c51d.jpg?fit=crop&h=300&w=300
Gazpacho fresco Hacendado,Botella 1 L,"2,85 €",https://prod-mercadona.imgix.net/images/206048f5888d401fc1680a7b676be85b.jpg?fit=crop&h=300&w=300
Salmorejo fresco Hacendado,Botella 1 L,"3,15 €",https://prod-mercadona.imgix.net/images/63ccfde2421a1579e2ebd41ef601e7ac.jpg?fit=crop&h=300&w=300
Salmorejo al estilo cordobés Hacendado,3 mini bricks x 330 ml,"2,65 €",https://prod-mercadona.imgix.net/images/7474dd2f93517278a47d86c77c7ab673.jpg?fit=crop&h=300&w=300
Salmorejo fresco Hacendado,Botella 330 ml,"1,30 €",https://prod-mercadona.imgix.net/images/8df880aae61e2166f5785826a46791c7.jpg?fit=crop&h=300&w=300
Salmorejo al estilo cordobés Hacendado,Brick 1 L,"2,20 €",https://prod-mercadona.imgix.net/images/f619a6ff08937f86201dfde8dbabb6c2.jpg?fit=crop&h=300&w=300
Gazpacho fresco Hacendado,Botella 330 ml,"1,20 €",https://prod-mercadona.imgix.net/images/25b45637d60017a6943cceb6ca780eb8.jpg?fit=crop&h=300&w=300
Pizza serrana Hacendado,400 g,"2,90 €",https://prod-mercadona.imgix.net/images/2303e625fae3ea6f02c03e4596291674.jpg?fit=crop&h=300&w=300
Pizza 4 quesos Hacendado,2 ud. x 210 g,"2,90 €",https://prod-mercadona.imgix.net/images/11a2123906a90bc11ab9ac4ae40a125a.jpg?fit=crop&h=300&w=300
Macarrones con queso y bacon Hacendado gratinados,Bandeja 280 g,"2,50 €",https://prod-mercadona.imgix.net/images/5876a2896745677371fd23dc63f79bd2.jpg?fit=crop&h=300&w=300
Tortilla de patata con chorizo Hacendado,Bandeja 600 g,"3,20 €",https://prod-mercadona.imgix.net/images/598ca988465c5dcaeaa4ee7b866b2570.jpg?fit=crop&h=300&w=300
Arroz de verduras Hacendado,Bandeja 280 g,"3,50 €",https://prod-mercadona.imgix.net/images/8c7a4edac6f9b2c4542585553eb7e15a.jpg?fit=crop&h=300&w=300
Roti de pollo relleno de jamon y queso Hacendado,Paquete 375 g,"3,00 €",https://prod-mercadona.imgix.net/images/0d92b58d808b8569d896b359abfa934d.jpg?fit=crop&h=300&w=300
Surtido sushi Bento grande,Bandeja 310 g,"10,75 €",https://prod-mercadona.imgix.net/images/42af13250bbaf1e610029a8b35c8cbb9.jpg?fit=crop&h=300&w=300
Surtido sushi Bento pequeño,Bandeja 160 g,"6,75 €",https://prod-mercadona.imgix.net/images/53c6cee3fd4b8508b66c1068d4561738.jpg?fit=crop&h=300&w=300
Surtido sushi Bento mix,Bandeja 350 g,"8,75 €",https://prod-mercadona.imgix.net/images/4a4fa51c062aaddd537594c044af1961.jpg?fit=crop&h=300&w=300
Pizza carbonara Hacendado,430 g,"2,90 €",https://prod-mercadona.imgix.net/images/a37ca456b4ae38be1b9455576b2daa6f.jpg?fit=crop&h=300&w=300
Pizza atun y bacon Hacendado,415 g,"2,90 €",https://prod-mercadona.imgix.net/images/fe031df985de4909241d4503364df110.jpg?fit=crop&h=300&w=300
Pizza barbacoa Hacendado,2 ud. x 220 g,"2,90 €",https://prod-mercadona.imgix.net/images/1d7a425e6f2f3c735d48c7c2393f0fbf.jpg?fit=crop&h=300&w=300
Arroz de secreto ibérico con setas Hacendado,Bandeja 280 g,"3,00 €",https://prod-mercadona.imgix.net/images/618fc5e463121c35126427369486d7bf.jpg?fit=crop&h=300&w=300
Alitas de pollo asadas Hacendado,Bote 500 g aprox.,"4,40 €",https://prod-mercadona.imgix.net/images/573f8ba135dfd73cc4030e5a8fb2f29c.jpg?fit=crop&h=300&w=300
Queso rallado mozzarella pizza-Roma de vaca Hacendado,Paquete 200 g,"1,62 €",https://prod-mercadona.imgix.net/images/91bbc9b83c4f1bd646799c45273acd39.jpg?fit=crop&h=300&w=300
Pizza margarita Hacendado,340 g,"2,20 €",https://prod-mercadona.imgix.net/images/ef6131d666e79ec8c292ba28e0692aed.jpg?fit=crop&h=300&w=300
Pizza masa fina 4 quesos Hacendado ultracongelada,390 g,"2,50 €",https://prod-mercadona.imgix.net/images/58c8ab616334a7f5dc14c12451ddc4ed.jpg?fit=crop&h=300&w=300
Pizza Pepperoni barbacoa Hacendado ultracongelada,540 g,"3,50 €",https://prod-mercadona.imgix.net/images/2910700f01f6646ab9f765884ed7b0dc.jpg?fit=crop&h=300&w=300
Pizza masa fina carbonara Hacendado ultracongelada,390 g,"2,50 €",https://prod-mercadona.imgix.net/images/5de413d561d2f5a1df428beaeb6746cb.jpg?fit=crop&h=300&w=300
Pizza masa fina jamon Hacendado ultracongelada,400 g,"2,50 €",https://prod-mercadona.imgix.net/images/804d415f8f4701b031f6662c2ba6ae52.jpg?fit=crop&h=300&w=300
Pizza Americana Hacendado ultracongelada,540 g,"3,50 €",https://prod-mercadona.imgix.net/images/f0050b5cb2ce40690329091c720346a0.jpg?fit=crop&h=300&w=300
Lentejas a la jardinera Hacendado,Bote 420 g,"1,20 €",https://prod-mercadona.imgix.net/images/d1d09a090be462c648667f70b1d34a07.jpg?fit=crop&h=300&w=300
Migas Hacendado,Bandeja 220 g,"1,90 €",https://prod-mercadona.imgix.net/images/7d68ff5676a8158bdcb746652bb3a8f7.jpg?fit=crop&h=300&w=300
Pizza boloñesa Hacendado ultracongelada,400 g,"2,60 €",https://prod-mercadona.imgix.net/images/836a03b4a090848b15043ebe56036e39.jpg?fit=crop&h=300&w=300
Pizza pollo Hacendado,430 g,"2,90 €",https://prod-mercadona.imgix.net/images/a3a3c3c2ad9b19c15d1f827b4cdc3d31.jpg?fit=crop&h=300&w=300
Bases de pizza artesanas extrafinas y crujientes Hacendado ultracongeladas,Paquete 3 ud. (420 g),"1,80 €",https://prod-mercadona.imgix.net/images/500cbab5e18b8e7e71546aba58b3510d.jpg?fit=crop&h=300&w=300
Pizza atun Hacendado ultracongelada,390 g,"2,60 €",https://prod-mercadona.imgix.net/images/2c7ed49985b4fb8ee808adbfdd499b05.jpg?fit=crop&h=300&w=300
Pizza masa fina Barbacoa Hacendado ultracongelada,390 g,"2,50 €",https://prod-mercadona.imgix.net/images/1d0dc4dab9f80d77210e894048052a84.jpg?fit=crop&h=300&w=300
Pizza carnivora Hacendado,600 g,"3,40 €",https://prod-mercadona.imgix.net/images/2e47a777bb0128c762a9d6430b5b7887.jpg?fit=crop&h=300&w=300
"Rosca lomo, bacon y queso emmental Hacendado",480 g,"3,50 €",https://prod-mercadona.imgix.net/images/987dab19b223e9c4e4e7e2f21bd62819.jpg?fit=crop&h=300&w=300
Pizza jamon y queso sin gluten y sin lactosa Hacendado,420 g,"3,20 €",https://prod-mercadona.imgix.net/images/01a94f32546f5c650d776b6cf8f4b5f8.jpg?fit=crop&h=300&w=300
Pizza atun y bacon Hacendado,2 ud. x 220 g,"2,90 €",https://prod-mercadona.imgix.net/images/14f6456edc57e35d89792eed4bcf779c.jpg?fit=crop&h=300&w=300
Pizza mediterranea Hacendado,430 g,"2,90 €",https://prod-mercadona.imgix.net/images/0a5d9d4d99f352248397890db24e317b.jpg?fit=crop&h=300&w=300
Rosca jamon serrano y queso emmental Hacendado,450 g,"3,80 €",https://prod-mercadona.imgix.net/images/c166d5d04824d9186de1c69f72b37f76.jpg?fit=crop&h=300&w=300
Pizza 4 quesos sin gluten y sin lactosa Hacendado ultracongelada,410 g,"3,10 €",https://prod-mercadona.imgix.net/images/aac7d8418f95619b694460dded597098.jpg?fit=crop&h=300&w=300
Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas,Paquete 2 ud. (400 g),"3,80 €",https://prod-mercadona.imgix.net/images/46f587a35d70540904e0c4b9a2ac931f.jpg?fit=crop&h=300&w=300
Masa fresca pizza Hacendado,2 paquetes x 260 g,"2,25 €",https://prod-mercadona.imgix.net/images/fa6aa84e8f11dc1fa80fe774455e30c3.jpg?fit=crop&h=300&w=300
Masa fresca pizza de cereales y semillas Hacendado,2 paquetes x 260 g,"2,50 €",https://prod-mercadona.imgix.net/images/61c2d6d111d2bd76c1fe2df80355c040.jpg?fit=crop&h=300&w=300
Pizza Calzone con jamon cocido y queso Hacendado,Caja 400 g,"3,50 €",https://prod-mercadona.imgix.net/images/d9411b738be324270ca21d6f2b789ab1.jpg?fit=crop&h=300&w=300
Masa pizza fresca familiar Hacendado,Paquete 400 g,"1,70 €",https://prod-mercadona.imgix.net/images/6e9f47916f81a70709740fc6f61d703d.jpg?fit=crop&h=300&w=300
Fabada asturiana Litoral,Bote 420 g,"2,55 €",https://prod-mercadona.imgix.net/images/04649845ba2e5c3286480fb1c73d84f7.jpg?fit=crop&h=300&w=300
Canelones de carne y boletus Hacendado,Bandeja 350 g,"3,70 €",https://prod-mercadona.imgix.net/images/171913b8556b651c1ca21737751c3cbe.jpg?fit=crop&h=300&w=300
Albondigas guisadas Hacendado,Bandeja 275 g,"2,75 €",https://prod-mercadona.imgix.net/images/2c7ed82e0b63fca81e542ffffdc0cc3d.jpg?fit=crop&h=300&w=300
Spaghetti carbonara Hacendado,Bandeja 280 g,"2,20 €",https://prod-mercadona.imgix.net/images/4897d5374277c5144e00b31f9d6d0f73.jpg?fit=crop&h=300&w=300
Albondigas en salsa Hacendado,Bote 420 g,"1,80 €",https://prod-mercadona.imgix.net/images/7c364d363784d193236d0fc5784cd179.jpg?fit=crop&h=300&w=300
Fideos orientales sabor pollo Hacendado,Paquete 65 g,"0,65 €",https://prod-mercadona.imgix.net/images/42a52ea26c06caa02aa8a0d4ee4de0c6.jpg?fit=crop&h=300&w=300
Carne de cerdo Pulled Pork Hacendado sabor barbacoa,Bandeja 200 g,"2,50 €",https://prod-mercadona.imgix.net/images/ee87940756d0c87f0a2546c93ad6d18e.jpg?fit=crop&h=300&w=300
Albondigas de pollo Hacendado,Bote 420 g,"1,80 €",https://prod-mercadona.imgix.net/images/9e4ebd0f87829bd26e14fff30af45661.jpg?fit=crop&h=300&w=300
Callos a la madrileña Hacendado,Lata 380 g,"2,45 €",https://prod-mercadona.imgix.net/images/7f23e142ac3e9ef8b99913829dc3d57d.jpg?fit=crop&h=300&w=300
Garbanzos a la riojana Hacendado,Bote 420 g,"1,35 €",https://prod-mercadona.imgix.net/images/4ed6f471f7487b6a10a5e8fb1b9dc589.jpg?fit=crop&h=300&w=300
Bifidus natural Hacendado,6 ud. x 125 g,"1,18 €",https://prod-mercadona.imgix.net/images/99f506287fc7a2de8c37c1df0b225576.jpg?fit=crop&h=300&w=300
Bifidus desnatado probiotico con frutos silvestres Hacendado 0% m.g. 0% sin azucares añadidos,4 ud. x 125 g,"1,23 €",https://prod-mercadona.imgix.net/images/eb97414077c7d4b0b5e3a2e055af785b.jpg?fit=crop&h=300&w=300
Bifidus desnatado natural Hacendado 0% m.g  0% sin azucares añadidos,6 ud. x 125 g,"1,13 €",https://prod-mercadona.imgix.net/images/e96542688db0052b7d4f4bdea3de5776.jpg?fit=crop&h=300&w=300
Garbanzos a la jardinera Hacendado,Bote 420 g,"1,20 €",https://prod-mercadona.imgix.net/images/4169efeaa28fe10a101bc859020aa448.jpg?fit=crop&h=300&w=300
Bifidus cremoso desnatado Tropical Hacendado 0% m.g. 0% sin azucares añadidos,4 ud. x 125 g,"1,23 €",https://prod-mercadona.imgix.net/images/d48743a226f7c69d3a7b7f10ad3dfac0.jpg?fit=crop&h=300&w=300
Cocido Hacendado,Bote 420 g,"1,90 €",https://prod-mercadona.imgix.net/images/ff7287c7a29b469273fa714647cae114.jpg?fit=crop&h=300&w=300
Bifidus probiotico con mango Hacendado,4 ud. x 125 g,"1,23 €",https://prod-mercadona.imgix.net/images/b28caee5ee014ab96fa6a73c490e9f1e.jpg?fit=crop&h=300&w=300
Bifidus probiotico con cereales y fibras Hacendado,4 ud. x 125 g,"1,23 €",https://prod-mercadona.imgix.net/images/52553aaaa599e75544682dc89f81bdcb.jpg?fit=crop&h=300&w=300
Costillas de cerdo a la barbacoa cortadas Hacendado,Bote 500 g aprox.,"6,25 €",https://prod-mercadona.imgix.net/images/caff6c645ee3e37f0166ee087b1c8890.jpg?fit=crop&h=300&w=300
Bifidus desnatado probiotico con kiwi Hacendado 0% m.g. 0% sin azucares añadidos,4 ud. x 125 g,"1,23 €",https://prod-mercadona.imgix.net/images/f0d3d97ddd793e460fbb3634383c1c51.jpg?fit=crop&h=300&w=300
Alubias a la jardinera Hacendado,Bote 420 g,"1,20 €",https://prod-mercadona.imgix.net/images/e9ec77c1a7ee1591601a91070f573282.jpg?fit=crop&h=300&w=300
Bifidus desnatado probiotico con piña Hacendado 0% m.g. 0% sin azucares añadidos,4 ud. x 125 g,"1,23 €",https://prod-mercadona.imgix.net/images/17a3c5a1186ddd174b059668c48c859c.jpg?fit=crop&h=300&w=300
Fideos orientales sabor ternera asada Hacendado,Paquete 65 g,"0,65 €",https://prod-mercadona.imgix.net/images/e981738e3b8397ebb3fa516148a66768.jpg?fit=crop&h=300&w=300
Bifidus desnatado con nueces y cereales Hacendado 0% m.g.,4 ud. x 125 g,"1,23 €",https://prod-mercadona.imgix.net/images/294846f71a06d35c7c8b0b39f2389e04.jpg?fit=crop&h=300&w=300
Bifidus cremoso desnatado natural edulcorado Hacendado 0% m.g 0% sin azucares añadidos,6 ud. x 125 g,"1,37 €",https://prod-mercadona.imgix.net/images/6c144f3a5e77accd94258e6d2bbd7c24.jpg?fit=crop&h=300&w=300
Fabada Hacendado,Bote 860 g,"2,95 €",https://prod-mercadona.imgix.net/images/a2300bd02a8f7d62bef999bb8fa5b732.jpg?fit=crop&h=300&w=300
Muslo de pato confitado Hacendado,Bandeja 300 g aprox.,"6,30 €",https://prod-mercadona.imgix.net/images/3d2edbcf8bec1cc5bcf89ec1d92bc5f3.jpg?fit=crop&h=300&w=300
Oreja guisada Hacendado,Lata 380 g,"2,55 €",https://prod-mercadona.imgix.net/images/5ba85000072fc13d1b6c027e3cd99793.jpg?fit=crop&h=300&w=300
Arroz cocido basmati Sabroz,2 vasitos x 125 g,"1,15 €",https://prod-mercadona.imgix.net/images/5038846d596736e8bb3b25bb38eb7da8.jpg?fit=crop&h=300&w=300
Arroz cocido integral Sabroz,2 vasitos x 125 g,"1,10 €",https://prod-mercadona.imgix.net/images/64d9f5c904bb110bbe8b7a506b01a0d6.jpg?fit=crop&h=300&w=300
Bifidus cremoso probiotico con coco Hacendado,4 ud. x 125 g,"1,23 €",https://prod-mercadona.imgix.net/images/875e4c11df11a30b641c65c22ab580ea.jpg?fit=crop&h=300&w=300
Quinoa cocida blanca y roja Sabroz,2 vasitos x 125 g,"1,40 €",https://prod-mercadona.imgix.net/images/5af149434f48e5af05ec3c21ed761ca3.jpg?fit=crop&h=300&w=300
Bifidus desnatado probiotico con pera Hacendado 0% m.g. 0% azucares añadidos,4 ud. x 125 g,"1,23 €",https://prod-mercadona.imgix.net/images/45183d7119ceca5970daa4832ff5aeff.jpg?fit=crop&h=300&w=300
Arroz cocido redondo Sabroz,2 vasitos x 125 g,"1,10 €",https://prod-mercadona.imgix.net/images/94b2050370965d1608f30aea2d20ccd9.jpg?fit=crop&h=300&w=300
Bifidus probiotico con ciruelas pasas Hacendado,4 ud. x 125 g,"1,23 €",https://prod-mercadona.imgix.net/images/e2969be250d3c51c6630a2839f65e1fc.jpg?fit=crop&h=300&w=300
Fideos orientales Yakisoba sabor soja Hacendado,Paquete 90 g,"0,90 €",https://prod-mercadona.imgix.net/images/f40ce2da306aebdd41587bbbd5eb171e.jpg?fit=crop&h=300&w=300
